,Entity,Code,Day,retail_and_recreation,grocery_and_pharmacy,residential,transit_stations,parks,workplaces
608,Indonesia,IDN,2021-10-17,4.286,23.714,5.0,-18.857,1.571,-11.286
609,Indonesia,IDN,2021-10-18,3.286,22.714,5.143,-19.143,1.0,-11.571
610,Indonesia,IDN,2021-10-19,3.0,22.571,5.143,-18.714,1.429,-12.143
611,Indonesia,IDN,2021-10-20,3.571,23.0,6.143,-18.714,5.429,-17.857
612,Indonesia,IDN,2021-10-21,3.286,22.857,6.143,-18.571,5.571,-17.857
613,Indonesia,IDN,2021-10-22,3.0,22.429,6.143,-18.857,5.429,-17.857
614,Indonesia,IDN,2021-10-23,2.857,22.143,6.143,-19.429,5.429,-17.714
615,Indonesia,IDN,2021-10-24,3.0,21.857,6.143,-19.571,5.571,-17.571
616,Indonesia,IDN,2021-10-25,3.857,22.857,6.0,-19.143,6.429,-17.0
617,Indonesia,IDN,2021-10-26,3.857,22.714,6.0,-19.429,5.714,-16.286
618,Indonesia,IDN,2021-10-27,2.857,21.714,5.0,-19.429,1.143,-10.429
619,Indonesia,IDN,2021-10-28,3.143,22.143,5.0,-19.429,1.0,-10.286
620,Indonesia,IDN,2021-10-29,3.571,22.857,4.857,-19.0,1.143,-10.0
621,Indonesia,IDN,2021-10-30,3.857,23.286,4.714,-18.429,0.714,-9.857
622,Indonesia,IDN,2021-10-31,4.143,24.143,4.571,-17.857,0.143,-9.571
623,Indonesia,IDN,2021-11-01,4.143,24.429,4.571,-17.714,-0.714,-9.571
624,Indonesia,IDN,2021-11-02,4.286,25.143,4.571,-17.571,-1.143,-9.429
625,Indonesia,IDN,2021-11-03,5.143,26.714,4.429,-17.0,-0.429,-9.286
626,Indonesia,IDN,2021-11-04,5.0,26.429,4.429,-16.714,-0.857,-9.286
627,Indonesia,IDN,2021-11-05,5.143,26.571,4.571,-16.429,-0.857,-9.286
628,Indonesia,IDN,2021-11-06,5.714,27.143,4.571,-16.0,-0.286,-9.429
629,Indonesia,IDN,2021-11-07,5.571,26.571,4.714,-16.143,-0.286,-10.143
630,Indonesia,IDN,2021-11-08,6.143,27.0,4.714,-15.714,0.857,-10.0
631,Indonesia,IDN,2021-11-09,6.0,26.286,4.714,-15.571,1.143,-10.143
632,Indonesia,IDN,2021-11-10,5.429,25.143,4.857,-15.714,0.714,-10.429
633,Indonesia,IDN,2021-11-11,5.857,25.571,4.857,-15.429,1.286,-10.429
634,Indonesia,IDN,2021-11-12,5.571,24.714,4.857,-15.714,1.0,-10.429
635,Indonesia,IDN,2021-11-13,4.857,23.571,5.0,-16.286,0.0,-10.429
636,Indonesia,IDN,2021-11-14,5.143,23.714,5.0,-16.0,0.0,-10.143
637,Indonesia,IDN,2021-11-15,4.571,22.714,5.143,-16.143,-1.143,-10.143
638,Indonesia,IDN,2021-11-16,4.714,22.714,5.143,-16.0,-1.143,-9.857
639,Indonesia,IDN,2021-11-17,5.0,22.857,5.143,-15.857,-0.857,-9.429
640,Indonesia,IDN,2021-11-18,5.0,22.571,5.143,-16.0,-0.714,-9.143
641,Indonesia,IDN,2021-11-19,5.0,22.571,5.143,-15.857,-0.714,-9.0
642,Indonesia,IDN,2021-11-20,5.143,22.857,5.143,-15.714,-0.143,-9.0
643,Indonesia,IDN,2021-11-21,5.286,23.0,5.0,-15.714,0.429,-9.0
644,Indonesia,IDN,2021-11-22,5.429,23.143,4.857,-15.571,1.143,-8.857
645,Indonesia,IDN,2021-11-23,5.143,22.714,5.0,-15.714,0.857,-8.857
646,Indonesia,IDN,2021-11-24,5.143,22.857,5.0,-15.714,1.0,-8.714
647,Indonesia,IDN,2021-11-25,5.0,22.857,5.0,-15.429,1.0,-8.714
648,Indonesia,IDN,2021-11-26,5.0,23.0,5.0,-15.143,1.143,-8.714
649,Indonesia,IDN,2021-11-27,4.857,22.714,5.0,-14.857,0.429,-8.571
650,Indonesia,IDN,2021-11-28,4.429,22.571,5.143,-14.714,-0.571,-8.571
651,Indonesia,IDN,2021-11-29,4.857,23.286,5.143,-14.429,-0.286,-8.429
652,Indonesia,IDN,2021-11-30,5.429,24.571,5.0,-14.0,0.143,-8.286
653,Indonesia,IDN,2021-12-01,5.857,25.857,4.857,-13.429,0.143,-8.286
654,Indonesia,IDN,2021-12-02,6.714,27.286,4.714,-13.143,0.857,-8.143
655,Indonesia,IDN,2021-12-03,7.714,28.857,4.571,-12.714,2.0,-8.0
656,Indonesia,IDN,2021-12-04,8.0,29.429,4.571,-12.286,2.286,-8.0
657,Indonesia,IDN,2021-12-05,8.571,30.143,4.571,-11.857,2.714,-8.143
658,Indonesia,IDN,2021-12-06,8.143,29.429,4.714,-12.0,2.286,-8.286
659,Indonesia,IDN,2021-12-07,8.143,29.286,4.857,-12.143,2.571,-8.286
660,Indonesia,IDN,2021-12-08,8.286,28.714,4.857,-12.143,3.0,-7.857
661,Indonesia,IDN,2021-12-09,7.857,27.714,5.0,-12.286,2.571,-7.429
662,Indonesia,IDN,2021-12-10,7.429,26.857,5.0,-12.286,1.857,-6.857
663,Indonesia,IDN,2021-12-11,7.714,27.0,4.857,-12.143,2.429,-6.0
664,Indonesia,IDN,2021-12-12,8.143,27.143,4.571,-11.857,3.286,-4.714
665,Indonesia,IDN,2021-12-13,9.0,28.143,4.286,-11.286,4.714,-4.143
666,Indonesia,IDN,2021-12-14,9.286,28.0,4.0,-10.714,5.286,-3.714
667,Indonesia,IDN,2021-12-15,9.143,27.571,4.0,-10.429,5.286,-3.714
668,Indonesia,IDN,2021-12-16,9.143,27.143,4.0,-10.0,5.286,-3.857
669,Indonesia,IDN,2021-12-17,9.286,27.143,4.0,-9.714,5.571,-4.0
670,Indonesia,IDN,2021-12-18,9.429,27.143,4.0,-9.286,6.0,-4.143
671,Indonesia,IDN,2021-12-19,9.571,27.0,4.0,-8.857,6.286,-4.286
672,Indonesia,IDN,2021-12-20,9.286,26.429,4.143,-8.714,5.714,-4.857
673,Indonesia,IDN,2021-12-21,9.429,26.571,4.286,-8.429,5.857,-5.571
674,Indonesia,IDN,2021-12-22,10.143,27.286,4.286,-8.0,7.286,-6.286
675,Indonesia,IDN,2021-12-23,10.143,27.429,4.286,-7.714,7.857,-7.0
676,Indonesia,IDN,2021-12-24,10.857,28.571,4.286,-7.571,9.0,-8.286
677,Indonesia,IDN,2021-12-25,10.429,28.0,4.857,-9.143,10.143,-13.143
678,Indonesia,IDN,2021-12-26,10.0,27.714,5.0,-10.429,10.429,-13.429
679,Indonesia,IDN,2021-12-27,10.0,27.857,5.143,-10.857,11.429,-14.286
680,Indonesia,IDN,2021-12-28,10.286,28.429,5.143,-11.0,13.143,-14.857
681,Indonesia,IDN,2021-12-29,10.0,28.429,5.286,-11.571,13.857,-15.571
682,Indonesia,IDN,2021-12-30,10.857,30.0,5.286,-11.286,16.0,-16.286
683,Indonesia,IDN,2021-12-31,11.714,32.571,5.143,-10.857,19.571,-17.429
684,Indonesia,IDN,2022-01-01,11.429,32.714,5.0,-10.857,24.571,-19.714
685,Indonesia,IDN,2022-01-02,11.857,34.0,4.857,-9.714,26.714,-20.429
686,Indonesia,IDN,2022-01-03,12.571,35.429,4.571,-9.0,27.714,-19.429
687,Indonesia,IDN,2022-01-04,12.571,35.714,4.429,-8.714,27.143,-18.143
688,Indonesia,IDN,2022-01-05,12.429,36.0,4.286,-8.429,26.429,-16.714
689,Indonesia,IDN,2022-01-06,11.571,34.857,4.286,-9.143,24.714,-15.0
690,Indonesia,IDN,2022-01-07,9.571,31.0,4.429,-10.143,20.571,-12.286
691,Indonesia,IDN,2022-01-08,10.286,32.0,4.0,-8.857,15.429,-5.143
692,Indonesia,IDN,2022-01-09,9.714,31.0,4.143,-9.143,13.286,-4.286
693,Indonesia,IDN,2022-01-10,8.714,29.714,4.143,-9.714,11.286,-3.429
694,Indonesia,IDN,2022-01-11,7.286,27.857,4.286,-10.571,9.0,-2.857
695,Indonesia,IDN,2022-01-12,6.286,26.571,4.429,-11.143,7.429,-2.286
696,Indonesia,IDN,2022-01-13,6.0,26.429,4.286,-11.286,6.714,-1.857
697,Indonesia,IDN,2022-01-14,6.0,26.429,4.286,-11.286,6.571,-1.286
698,Indonesia,IDN,2022-01-15,5.571,25.714,4.571,-11.857,6.0,-0.857
699,Indonesia,IDN,2022-01-16,5.429,25.429,4.857,-12.429,6.143,-0.429
700,Indonesia,IDN,2022-01-17,5.143,24.857,5.0,-12.714,6.143,0.0
701,Indonesia,IDN,2022-01-18,5.143,25.0,5.143,-12.714,6.714,0.286
702,Indonesia,IDN,2022-01-19,5.286,25.143,5.286,-13.0,6.571,0.714
703,Indonesia,IDN,2022-01-20,5.0,24.714,5.714,-13.429,6.0,1.143
704,Indonesia,IDN,2022-01-21,5.143,24.714,5.857,-13.714,6.0,1.571
705,Indonesia,IDN,2022-01-22,5.286,24.571,6.0,-14.286,5.857,2.0
706,Indonesia,IDN,2022-01-23,5.429,24.429,6.143,-14.857,5.857,2.286
707,Indonesia,IDN,2022-01-24,5.857,24.857,6.286,-15.143,6.571,2.571
708,Indonesia,IDN,2022-01-25,6.857,25.857,6.286,-15.286,7.286,2.857
709,Indonesia,IDN,2022-01-26,7.286,26.0,6.286,-15.429,8.0,2.857
710,Indonesia,IDN,2022-01-27,7.857,26.286,6.143,-15.429,8.857,3.0
711,Indonesia,IDN,2022-01-28,7.857,26.429,6.286,-15.429,8.714,3.0
712,Indonesia,IDN,2022-01-29,8.286,27.429,6.143,-14.714,9.429,3.143
713,Indonesia,IDN,2022-01-30,8.429,27.857,6.0,-14.571,9.714,3.286
714,Indonesia,IDN,2022-01-31,9.286,29.0,6.0,-14.429,11.0,2.429
715,Indonesia,IDN,2022-02-01,10.429,29.857,7.143,-14.571,16.714,-5.429
716,Indonesia,IDN,2022-02-02,10.857,31.143,7.143,-14.429,17.286,-5.714
717,Indonesia,IDN,2022-02-03,10.714,31.714,7.286,-14.857,17.286,-6.143
718,Indonesia,IDN,2022-02-04,10.429,31.429,7.429,-15.857,17.0,-6.714
719,Indonesia,IDN,2022-02-05,9.714,30.857,7.714,-17.0,15.429,-7.286
720,Indonesia,IDN,2022-02-06,9.143,30.571,8.0,-17.714,13.857,-7.857
721,Indonesia,IDN,2022-02-07,8.143,29.714,8.286,-18.714,11.714,-8.0
722,Indonesia,IDN,2022-02-08,6.429,28.286,7.571,-19.857,5.429,-1.143
723,Indonesia,IDN,2022-02-09,5.143,26.429,8.0,-21.286,3.857,-1.857
724,Indonesia,IDN,2022-02-10,4.857,26.143,8.286,-22.143,3.286,-2.714
725,Indonesia,IDN,2022-02-11,4.571,26.143,8.571,-22.714,2.857,-3.429
726,Indonesia,IDN,2022-02-12,4.143,25.571,8.714,-23.714,2.571,-3.714
727,Indonesia,IDN,2022-02-13,3.429,24.857,8.857,-24.857,2.143,-3.857
728,Indonesia,IDN,2022-02-14,3.143,24.714,9.0,-25.429,2.0,-4.143
729,Indonesia,IDN,2022-02-15,2.714,24.571,9.143,-25.714,1.714,-4.571
730,Indonesia,IDN,2022-02-16,2.429,24.286,9.429,-26.143,1.571,-4.857
731,Indonesia,IDN,2022-02-17,1.714,23.429,9.571,-26.571,1.143,-5.0
732,Indonesia,IDN,2022-02-18,1.143,22.714,9.714,-27.0,0.857,-5.286
733,Indonesia,IDN,2022-02-19,1.0,22.714,9.857,-27.286,1.143,-5.143
734,Indonesia,IDN,2022-02-20,0.714,22.571,10.0,-27.429,1.0,-4.857
735,Indonesia,IDN,2022-02-21,0.143,21.714,10.286,-27.571,0.857,-4.857
736,Indonesia,IDN,2022-02-22,0.143,21.571,10.286,-27.571,1.286,-4.714
737,Indonesia,IDN,2022-02-23,0.286,21.857,10.286,-27.143,2.571,-4.429
738,Indonesia,IDN,2022-02-24,0.429,22.0,10.429,-26.857,4.0,-4.143
739,Indonesia,IDN,2022-02-25,0.857,23.143,10.571,-25.857,5.286,-3.571
740,Indonesia,IDN,2022-02-26,1.0,23.857,10.571,-23.857,5.857,-3.143
741,Indonesia,IDN,2022-02-27,2.286,25.286,10.286,-22.286,8.714,-2.857
742,Indonesia,IDN,2022-02-28,3.857,26.857,11.143,-21.0,15.0,-9.286
743,Indonesia,IDN,2022-03-01,4.429,28.286,11.143,-20.0,16.286,-8.857
744,Indonesia,IDN,2022-03-02,5.286,30.0,10.857,-18.857,17.714,-8.714
745,Indonesia,IDN,2022-03-03,6.429,31.143,11.857,-18.429,22.286,-14.857
746,Indonesia,IDN,2022-03-04,7.0,31.429,12.0,-18.571,24.714,-14.429
747,Indonesia,IDN,2022-03-05,7.143,31.0,12.429,-19.571,25.857,-14.143
748,Indonesia,IDN,2022-03-06,6.857,30.571,12.857,-19.571,25.286,-13.286
749,Indonesia,IDN,2022-03-07,5.714,29.429,12.286,-20.0,21.571,-5.571
750,Indonesia,IDN,2022-03-08,5.571,28.429,12.714,-20.143,23.571,-4.429
751,Indonesia,IDN,2022-03-09,5.286,27.286,13.429,-20.571,25.286,-3.143
752,Indonesia,IDN,2022-03-10,4.714,26.571,13.0,-20.286,24.143,4.714
753,Indonesia,IDN,2022-03-11,4.714,26.143,13.571,-19.857,25.286,6.0
754,Indonesia,IDN,2022-03-12,5.143,26.429,13.857,-19.143,27.286,7.286
755,Indonesia,IDN,2022-03-13,5.286,26.429,14.286,-18.714,28.857,8.286
756,Indonesia,IDN,2022-03-14,5.571,26.429,14.714,-18.429,31.286,9.286
757,Indonesia,IDN,2022-03-15,5.857,26.571,15.143,-18.0,32.571,10.0
758,Indonesia,IDN,2022-03-16,6.286,27.0,15.286,-17.429,34.0,10.714
759,Indonesia,IDN,2022-03-17,6.429,27.0,15.286,-17.0,35.0,11.0
760,Indonesia,IDN,2022-03-18,6.429,26.714,15.143,-16.571,35.286,11.143
761,Indonesia,IDN,2022-03-19,6.571,26.714,15.0,-16.0,35.714,11.286
762,Indonesia,IDN,2022-03-20,6.571,26.714,15.0,-15.571,36.143,11.429
763,Indonesia,IDN,2022-03-21,6.857,27.0,14.857,-15.0,36.714,11.571
764,Indonesia,IDN,2022-03-22,7.0,26.857,14.714,-14.571,37.429,11.714
765,Indonesia,IDN,2022-03-23,6.857,26.429,14.714,-14.286,37.714,11.714
766,Indonesia,IDN,2022-03-24,7.286,26.714,14.571,-13.571,38.286,12.0
767,Indonesia,IDN,2022-03-25,8.0,27.857,14.429,-12.571,39.571,12.143
768,Indonesia,IDN,2022-03-26,8.286,28.143,14.286,-11.714,40.429,12.143
769,Indonesia,IDN,2022-03-27,9.143,28.857,13.857,-10.429,42.0,12.286
770,Indonesia,IDN,2022-03-28,9.714,29.714,13.714,-9.429,43.143,12.286
771,Indonesia,IDN,2022-03-29,10.429,30.714,13.571,-8.571,44.286,12.286
772,Indonesia,IDN,2022-03-30,11.571,32.0,13.286,-7.571,46.0,12.286
773,Indonesia,IDN,2022-03-31,12.571,33.429,13.0,-6.571,47.286,12.0
774,Indonesia,IDN,2022-04-01,13.429,35.143,12.857,-6.0,48.286,10.857
775,Indonesia,IDN,2022-04-02,13.143,36.857,13.429,-7.429,46.143,8.714
776,Indonesia,IDN,2022-04-03,8.571,33.429,15.0,-12.286,38.0,6.571
777,Indonesia,IDN,2022-04-04,6.571,32.429,15.714,-14.143,35.286,4.857
778,Indonesia,IDN,2022-04-05,4.286,30.714,16.429,-16.143,32.0,3.857
779,Indonesia,IDN,2022-04-06,2.0,29.0,17.143,-18.286,28.429,3.429
780,Indonesia,IDN,2022-04-07,-0.429,26.714,17.857,-20.714,24.857,3.429
781,Indonesia,IDN,2022-04-08,-2.857,23.429,18.429,-23.286,21.286,4.571
782,Indonesia,IDN,2022-04-09,-3.857,20.714,18.571,-24.571,19.714,6.714
783,Indonesia,IDN,2022-04-10,-1.143,22.714,18.0,-23.0,22.0,9.143
784,Indonesia,IDN,2022-04-11,-0.429,22.429,17.714,-23.0,22.571,10.857
785,Indonesia,IDN,2022-04-12,0.714,23.143,17.429,-22.429,23.714,11.857
786,Indonesia,IDN,2022-04-13,1.571,23.429,17.286,-21.857,24.429,12.286
787,Indonesia,IDN,2022-04-14,3.0,24.571,17.0,-20.143,25.714,12.429
788,Indonesia,IDN,2022-04-15,4.429,25.429,18.0,-20.0,27.571,5.0
789,Indonesia,IDN,2022-04-16,5.0,25.714,18.0,-19.571,28.429,4.429
790,Indonesia,IDN,2022-04-17,5.714,26.143,17.857,-18.429,29.143,4.714
791,Indonesia,IDN,2022-04-18,6.286,26.714,17.857,-17.714,29.286,4.571
792,Indonesia,IDN,2022-04-19,6.143,26.429,17.857,-17.429,28.286,4.429
793,Indonesia,IDN,2022-04-20,6.857,27.714,17.714,-16.714,28.286,4.286
794,Indonesia,IDN,2022-04-21,7.143,28.286,17.857,-17.0,28.143,4.143
795,Indonesia,IDN,2022-04-22,7.143,28.857,16.714,-15.857,27.429,11.571
796,Indonesia,IDN,2022-04-23,8.571,31.0,16.286,-13.714,27.857,12.286
797,Indonesia,IDN,2022-04-24,10.286,33.286,16.0,-12.143,28.429,12.714
798,Indonesia,IDN,2022-04-25,12.143,35.571,15.857,-10.714,30.0,12.0
799,Indonesia,IDN,2022-04-26,15.286,39.857,15.571,-8.143,33.571,11.143
800,Indonesia,IDN,2022-04-27,17.429,42.286,15.429,-5.571,36.286,9.857
801,Indonesia,IDN,2022-04-28,20.286,46.714,15.143,-1.571,39.857,7.857
802,Indonesia,IDN,2022-04-29,23.714,52.0,15.286,2.429,44.714,1.857
803,Indonesia,IDN,2022-04-30,25.286,55.571,15.429,5.286,48.429,-3.286
804,Indonesia,IDN,2022-05-01,26.286,60.286,15.286,6.429,53.286,-7.0
805,Indonesia,IDN,2022-05-02,26.429,59.571,15.143,5.429,66.857,-17.571
806,Indonesia,IDN,2022-05-03,28.143,61.143,14.857,6.857,87.429,-27.857
807,Indonesia,IDN,2022-05-04,30.286,63.143,14.571,8.286,110.0,-36.714
808,Indonesia,IDN,2022-05-05,32.0,63.429,14.571,8.571,129.714,-44.143
809,Indonesia,IDN,2022-05-06,31.571,61.143,14.571,8.0,139.857,-47.0
810,Indonesia,IDN,2022-05-07,30.714,58.0,14.143,8.286,146.286,-48.286
811,Indonesia,IDN,2022-05-08,30.143,53.571,13.571,10.286,149.143,-47.429
812,Indonesia,IDN,2022-05-09,30.571,54.143,13.429,12.857,141.0,-37.857
813,Indonesia,IDN,2022-05-10,28.571,51.429,13.571,12.0,123.143,-28.143
814,Indonesia,IDN,2022-05-11,25.857,48.143,13.714,10.0,102.429,-19.0
815,Indonesia,IDN,2022-05-12,22.286,44.0,13.571,7.286,82.571,-9.857
816,Indonesia,IDN,2022-05-13,20.143,41.571,13.0,5.429,70.143,-1.286
817,Indonesia,IDN,2022-05-14,19.429,40.571,13.0,3.857,64.143,4.429
818,Indonesia,IDN,2022-05-15,19.143,39.429,13.143,2.286,64.143,5.714
819,Indonesia,IDN,2022-05-16,19.286,38.857,14.143,2.0,67.0,-0.571
820,Indonesia,IDN,2022-05-17,18.143,37.429,14.0,1.143,64.571,0.857
821,Indonesia,IDN,2022-05-18,17.0,36.0,14.0,0.143,62.429,1.714
822,Indonesia,IDN,2022-05-19,15.714,34.429,14.143,-1.0,60.0,1.857
823,Indonesia,IDN,2022-05-20,14.714,33.286,14.286,-2.0,58.429,2.0
824,Indonesia,IDN,2022-05-21,14.143,32.286,14.429,-3.857,56.857,2.286
825,Indonesia,IDN,2022-05-22,13.429,31.571,14.714,-5.571,53.714,2.857
826,Indonesia,IDN,2022-05-23,11.714,30.571,13.714,-7.286,46.571,10.857
827,Indonesia,IDN,2022-05-24,11.143,29.857,13.857,-8.429,46.143,10.857
828,Indonesia,IDN,2022-05-25,11.286,30.0,13.714,-8.0,46.571,10.857
829,Indonesia,IDN,2022-05-26,12.286,30.571,14.857,-7.857,50.857,3.571
830,Indonesia,IDN,2022-05-27,12.714,31.0,14.714,-8.0,51.857,3.571
831,Indonesia,IDN,2022-05-28,13.0,31.286,14.714,-8.143,52.714,3.571
832,Indonesia,IDN,2022-05-29,12.857,31.143,14.714,-7.857,52.429,3.857
833,Indonesia,IDN,2022-05-30,12.857,31.143,14.714,-8.0,52.143,4.143
834,Indonesia,IDN,2022-05-31,13.286,31.714,14.429,-7.857,52.286,4.429
835,Indonesia,IDN,2022-06-01,14.429,32.714,15.714,-9.0,56.714,-2.714
836,Indonesia,IDN,2022-06-02,13.571,32.857,14.571,-9.429,52.714,5.143
837,Indonesia,IDN,2022-06-03,13.714,33.429,14.571,-9.286,52.571,5.571
838,Indonesia,IDN,2022-06-04,13.571,33.714,14.571,-9.286,52.0,5.857
839,Indonesia,IDN,2022-06-05,13.286,33.857,14.714,-9.857,51.571,5.714
840,Indonesia,IDN,2022-06-06,13.0,33.714,14.857,-10.0,50.571,5.714
841,Indonesia,IDN,2022-06-07,13.0,33.857,15.143,-10.143,50.429,5.571
842,Indonesia,IDN,2022-06-08,11.571,32.571,14.143,-10.0,45.429,13.0
843,Indonesia,IDN,2022-06-09,11.571,32.143,14.286,-10.0,45.714,12.714
844,Indonesia,IDN,2022-06-10,11.429,31.714,14.429,-9.857,45.429,12.714
845,Indonesia,IDN,2022-06-11,11.429,31.429,14.429,-9.857,45.286,12.857
846,Indonesia,IDN,2022-06-12,11.571,31.286,14.429,-9.571,45.286,13.0
847,Indonesia,IDN,2022-06-13,11.571,31.143,14.429,-9.429,45.429,12.857
848,Indonesia,IDN,2022-06-14,11.286,30.429,14.571,-9.429,45.143,12.857
849,Indonesia,IDN,2022-06-15,11.143,30.286,14.571,-9.143,45.0,12.714
850,Indonesia,IDN,2022-06-16,11.143,30.286,14.571,-8.857,44.714,12.571
851,Indonesia,IDN,2022-06-17,10.571,29.571,14.714,-9.0,43.857,12.0
852,Indonesia,IDN,2022-06-18,10.429,29.429,14.714,-8.714,44.143,11.714
853,Indonesia,IDN,2022-06-19,10.429,29.429,14.714,-8.714,44.714,11.857
854,Indonesia,IDN,2022-06-20,10.714,29.714,14.714,-8.286,46.0,11.286
855,Indonesia,IDN,2022-06-21,10.714,29.714,14.714,-8.0,46.857,10.714
856,Indonesia,IDN,2022-06-22,10.714,29.571,14.714,-7.714,47.571,10.143
857,Indonesia,IDN,2022-06-23,10.714,29.429,14.857,-7.429,48.143,9.571
858,Indonesia,IDN,2022-06-24,11.143,29.857,14.857,-6.857,49.286,9.143
859,Indonesia,IDN,2022-06-25,11.429,30.143,14.857,-6.286,49.857,9.0
860,Indonesia,IDN,2022-06-26,11.286,29.857,14.857,-5.571,49.714,8.857
861,Indonesia,IDN,2022-06-27,11.286,29.857,15.0,-5.143,50.143,8.143
862,Indonesia,IDN,2022-06-28,11.571,30.286,15.0,-4.571,50.857,7.429
863,Indonesia,IDN,2022-06-29,12.143,30.857,15.0,-4.0,51.714,6.857
864,Indonesia,IDN,2022-06-30,13.0,32.143,14.857,-3.143,52.857,6.429
865,Indonesia,IDN,2022-07-01,13.857,33.714,14.714,-2.286,54.143,5.857
866,Indonesia,IDN,2022-07-02,14.571,35.0,14.571,-1.143,55.286,5.143
867,Indonesia,IDN,2022-07-03,15.857,36.714,14.286,0.0,56.857,5.143
868,Indonesia,IDN,2022-07-04,16.714,37.857,14.143,0.714,58.0,5.0
869,Indonesia,IDN,2022-07-05,17.143,38.714,14.143,1.286,58.286,4.857
870,Indonesia,IDN,2022-07-06,17.714,39.429,14.143,1.714,58.714,4.857
871,Indonesia,IDN,2022-07-07,18.286,40.0,14.0,2.286,59.429,4.714
872,Indonesia,IDN,2022-07-08,18.571,40.429,14.0,2.857,59.429,4.571
873,Indonesia,IDN,2022-07-09,18.0,40.571,14.714,1.286,58.714,0.571
874,Indonesia,IDN,2022-07-10,15.286,37.714,15.143,-1.714,55.857,-2.286
875,Indonesia,IDN,2022-07-11,15.0,37.714,15.0,-2.0,56.286,-2.571
876,Indonesia,IDN,2022-07-12,14.714,37.429,14.857,-2.143,56.429,-2.286
877,Indonesia,IDN,2022-07-13,14.0,36.857,14.714,-2.571,55.857,-1.857
878,Indonesia,IDN,2022-07-14,13.286,36.0,14.714,-3.286,55.143,-1.286
879,Indonesia,IDN,2022-07-15,12.286,34.0,14.714,-4.429,54.143,-0.429
880,Indonesia,IDN,2022-07-16,12.0,32.571,14.286,-4.143,53.0,3.857
881,Indonesia,IDN,2022-07-17,14.429,35.429,14.0,-1.857,54.286,6.857
882,Indonesia,IDN,2022-07-18,14.0,34.714,14.0,-2.714,51.857,8.571
883,Indonesia,IDN,2022-07-19,13.857,34.286,14.429,-3.714,50.714,10.143
884,Indonesia,IDN,2022-07-20,13.714,34.286,14.429,-4.429,49.714,11.286
885,Indonesia,IDN,2022-07-21,13.143,33.714,14.429,-5.286,48.429,12.429
886,Indonesia,IDN,2022-07-22,13.0,33.714,14.429,-5.857,48.0,13.571
887,Indonesia,IDN,2022-07-23,13.143,33.714,14.286,-6.143,48.286,14.571
888,Indonesia,IDN,2022-07-24,12.143,32.143,14.429,-7.429,47.429,14.143
889,Indonesia,IDN,2022-07-25,11.714,31.857,14.571,-7.714,46.0,14.429
890,Indonesia,IDN,2022-07-26,11.571,31.857,14.143,-7.857,45.143,14.571
891,Indonesia,IDN,2022-07-27,11.571,31.714,14.143,-7.857,44.857,14.857
892,Indonesia,IDN,2022-07-28,12.0,32.429,14.143,-7.571,45.0,15.143
893,Indonesia,IDN,2022-07-29,12.714,33.714,13.857,-6.714,45.857,15.286
894,Indonesia,IDN,2022-07-30,13.286,34.429,14.286,-6.0,48.429,10.286
895,Indonesia,IDN,2022-07-31,14.143,35.857,14.286,-5.0,49.714,11.0
896,Indonesia,IDN,2022-08-01,15.0,37.143,14.143,-4.571,51.0,11.571
897,Indonesia,IDN,2022-08-02,15.286,37.857,14.143,-4.429,50.714,11.857
898,Indonesia,IDN,2022-08-03,15.429,38.429,14.143,-4.571,50.286,12.143
899,Indonesia,IDN,2022-08-04,15.571,38.429,14.143,-4.857,49.714,12.286
900,Indonesia,IDN,2022-08-05,15.714,38.429,14.286,-5.286,49.143,12.429
901,Indonesia,IDN,2022-08-06,15.714,38.571,13.857,-5.714,46.714,17.571
902,Indonesia,IDN,2022-08-07,15.714,38.429,13.857,-6.286,46.0,17.0
903,Indonesia,IDN,2022-08-08,15.714,37.857,13.857,-6.429,46.0,17.0
904,Indonesia,IDN,2022-08-09,15.714,37.429,13.857,-6.571,46.286,17.0
905,Indonesia,IDN,2022-08-10,15.857,37.429,13.714,-6.286,46.714,17.143
906,Indonesia,IDN,2022-08-11,15.714,37.429,13.714,-6.143,47.143,17.429
907,Indonesia,IDN,2022-08-12,15.0,36.429,13.714,-6.571,46.714,17.714
908,Indonesia,IDN,2022-08-13,14.143,35.429,13.857,-6.857,45.571,18.0
909,Indonesia,IDN,2022-08-14,13.714,34.857,13.857,-7.143,45.0,18.571
910,Indonesia,IDN,2022-08-15,13.714,34.857,14.143,-7.143,45.857,18.857
911,Indonesia,IDN,2022-08-16,14.0,35.143,14.286,-6.714,47.0,18.857
912,Indonesia,IDN,2022-08-17,14.857,35.143,16.0,-8.143,54.143,11.429
913,Indonesia,IDN,2022-08-18,15.0,35.286,16.429,-8.286,55.143,11.286
914,Indonesia,IDN,2022-08-19,15.286,35.571,17.0,-8.429,56.286,11.286
915,Indonesia,IDN,2022-08-20,15.714,36.0,17.429,-8.857,57.571,11.429
916,Indonesia,IDN,2022-08-21,15.429,35.571,18.0,-9.286,57.857,11.286
917,Indonesia,IDN,2022-08-22,15.0,35.143,18.143,-9.429,57.286,11.286
918,Indonesia,IDN,2022-08-23,14.429,34.429,18.429,-10.0,56.429,11.571
919,Indonesia,IDN,2022-08-24,13.286,33.857,17.286,-8.857,49.571,19.143
920,Indonesia,IDN,2022-08-25,13.143,33.714,17.286,-8.714,48.714,19.429
